Variable Name/Key,Figma Preview URL,🟢 CO English Current,⚪ SOURCE English,🟢 CO Español Current,⚪ SOURCE Español,Status,Environment,Notes
S2 - Portal Dashboard - Section - Applications Body,,Here are your Summer EBT applications for children who haven't been automatically enrolled.,Here are your Summer EBT applications for children who haven't been automatically enrolled.,Aquí están tus solicitudes de Summer EBT para los niños que no se han inscrito automáticamente.,Aquí están tus solicitudes de Summer EBT para los niños que no se han inscrito automáticamente.,Ready to Publish,"Figma, Code",
S2 - Portal Dashboard - Applications Table - Heading Number,,SEBT Application Tracking ID,Case number,Número de seguimiento de la solicitud de SEBT,Número de la solicitud,Ready to Publish,"Figma, Code",
S2 - Portal Dashboard - Applications Table - Heading Date Submitted,,!N/A!,Date submitted,!N/A!,Fecha de envío,!N/A!,!N/A!,
S2 - Portal Dashboard - Applications Table - Heading Children Included,,Children included in application,Children included in application,Niños incluídos en la aplicación,Niños incluídos en la solicitud,Ready to Publish,"Figma, Code",
S2 - Portal Dashboard - Applications Table - Heading Status,,Status,Status,Estado,Estado,Ready to Publish,"Figma, Code",
S2 - Portal Dashboard - Applications Table - Status Approved,,Approved,Approved,Aprobada,Aprobada,Ready to Publish,"Figma, Code",
S2 - Portal Dashboard - Applications Table - Status Pending,,In-process,Pending,Pendiente ,Pendiente,Ready to Publish,"Figma, Code",
S2 - Portal Dashboard - Applications Table - Status Denied,,Denied,Denied,Rechazao,Rechazada,Ready to Publish,"Figma, Code",
S2 - Portal Dashboard - Alert Applications Title,,"Currently, you have no children enrolled in Summer EBT or Summer EBT applications","Currently, you have no children enrolled in Summer EBT or Summer EBT applications","Actualmente, no tienes niños inscritos en Summer EBT ni solicitudes de Summer EBT","Actualmente, no tienes niños inscritos en Summer EBT ni solicitudes de Summer EBT",Ready to Publish,"Figma, Code",
S2 - Portal Dashboard - Alert Applications Body,,"Come back to this dashboard in 1–2 business days if you've just applied, and your application isn't displayed.","Come back to this dashboard in 1–2 business days if you've just applied, and your application isn't displayed.",Vuelve a este portal mañana si acabas de enviar tu aplicación y tu solicitud y aún no aparece.,Vuelve a este panel mañana si acabas de enviar tu solicitud y todavía no aparece.,Ready to Publish,"Figma, Code",
S2 - Portal Dashboard - Alert Applications Action,,Apply for Summer EBT now,Apply for Summer EBT now,Aplica para Summer EBT ahora ,Aplica para Summer EBT ahora ,Ready to Publish,"Figma, Code",
S3 - Contact Preferences Update - Title,https://www.figma.com/design/32kDQ73MSbUNdAsVi8fQzF/CO-11-3-25-%F0%9F%9F%A2-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=6754-33329&t=YXMlziLO2efq09F2-4,Your contact preferences,Your contact preferences,Tus preferencias de contacto,Tus preferencias de contacto,Ready to Publish,"Figma, Code",
S3 - Contact Preferences Update - Body,,"If you choose email or text, we’ll continue to also mail notices to your physical address.",If you choose email or text we’ll continue to also mail notices to your physical address.,"Si eliges correo electrónico o mensaje de texto, también vamos a seguir enviando avisos por correo postal a tu dirección física.","Si eliges correo electrónico o mensaje de texto, también vamos a seguir enviando avisos por correo postal a tu dirección física.",Ready to Publish,"Figma, Code",
S3 - Contact Preferences Update - Label Language,,Which language do you prefer to be contacted in?,Which language do you prefer to be contacted in?,¿En qué idioma prefieres que te contacten?,¿En qué idioma prefieres que te contacten?,Ready to Publish,"Figma, Code",
S3 - Contact Preferences Update - Label Contact Preference,,Would you like to get emails about your Summer EBT account?,How do you prefer to be contacted?,¿Te gustaría recibir correos electrónicos sobre tu cuenta de Summer EBT?,¿Cómo prefieres que te contactemos?,Ready to Publish,"Figma, Code",
S3 - Contact Preferences Update - Label Email,,What's your email address?,What's your email address?,¿Cómo prefieres que te contactemos?,¿Cuál es tu correo electrónico?,Ready to Publish,"Figma, Code",
S3 - Contact Preferences Update - Label Text Preference,,Would you like get text messages about your Summer EBT account sent to ([999]) [999]-[9999]?,Would you like to get text messages about your DC SUN Bucks account?,¿Te gustaría recibir mensajes de texto sobre tu cuenta de Summer EBT al ([999]) [999]-[9999]?,¿Te gustaría recibir mensajes de texto sobre tu cuenta de DC SUN Bucks?,Ready to Publish,"Figma, Code",
S3 - Contact Preferences Update - Description Text Preference,,This phone number needs to be able to receive text messages and can’t be changed.,This phone number needs to be able to receive text messages and can’t be changed.,Este número de teléfono tiene que poder recibir mensajes de texto y no se puede cambiar.,Este número de teléfono tiene que poder recibir mensajes de texto y no se puede cambiar.,Ready to Publish,"Figma, Code",
S3 - Contact Preferences Update - Label Phone,,!N/A!,What's the best phone number to text you?,!N/A!,¿Cuál es el mejor número de teléfono para enviarte mensajes de texto?,!N/A!,!N/A!,
S3 - Contact Preferences Update - Description Phone,,!N/A!,This phone number needs to be able to receive text messages.,!N/A!,Este número de teléfono tiene que poder recibir mensajes de texto,!N/A!,!N/A!,
S3 - Contact Preferences Update - Action Update Contact,,Update contact preferences,Update contact preferences,Actualizar las preferencias de contacto,Actualizar las preferencias de contacto,Ready to Publish,"Figma, Code",
S3 - Parent Profile Update - Alert Profile Update,,!N/A!,Your profile has been updated,!N/A!,Tu perfil ha sido actualizado,!N/A!,!N/A!,
S3 - Parent Profile Update - Title,,!N/A!,Your Summer EBT Profile,!N/A!,Tu perfil de Summer EBT,!N/A!,!N/A!,
S3 - Parent Profile Update - Back,,!N/A!,Back to portal home,!N/A!,Regresar a la página de inicio del portal,!N/A!,!N/A!,
S3 - Parent Profile Update - Heading Mailing Address,,!N/A!,Your mailing address,!N/A!,Tu dirección de correspondencia,!N/A!,!N/A!,
S3 - Parent Profile Update - Label Preferred Mailing Address,,!N/A!,Select your preferred mailing address,!N/A!,Selecciona tu dirección de correspondencia preferida,!N/A!,!N/A!,
S3 - Parent Profile Update - Helper Preferred Mailing Address,,!N/A!,You may add or edit addresses in this list using the links below.,!N/A!,Puedes agregar o editar las direcciones en esta lista usando los enlaces de abajo.,!N/A!,!N/A!,
S3 - Parent Profile Update - Action Add Mailing Address,,!N/A!,Add a new mailing address,!N/A!,Agregar una nueva dirección de correspondencia,!N/A!,!N/A!,
S3 - Parent Profile Update - Edit Mailing Address,,!N/A!,Edit mailing addresses,!N/A!,Editar la dirección de correspondencia,!N/A!,!N/A!,
S3 - Mailing Address Edit - Title,,!N/A!,Edit your mailing addresses,!N/A!,Edite tu dirección de correspondencia,!N/A!,!N/A!,
S3 - Mailing Address Edit - Label Select Address,,!N/A!,Select the address to edit,!N/A!,Selecciona la dirección que quieres editar,!N/A!,!N/A!,
S3 - Mailing Address Edit - Label Update or Delete,,!N/A!,Do you want to update or delete this address?,!N/A!,¿Quieres actualizar o borrar esta dirección?,!N/A!,!N/A!,
S3 - Mailing Address Edit - Option Update,,!N/A!,Update,!N/A!,Actualizar,!N/A!,!N/A!,
S3 - Mailing Address Edit - Option Delete,,!N/A!,Delete,!N/A!,Borarr,!N/A!,!N/A!,
S3 - Confirm Delete Address - Title,,!N/A!,Are you sure you want to delete this address?,!N/A!,¿Estás seguro de que quieres borrar esta dirección?,!N/A!,!N/A!,
S3 - Parent Profile Update - Action Update Address,,!N/A!,Update address preferences,!N/A!,Actualizar las preferencias de direcciones,!N/A!,!N/A!,
S4 - Mailing Address Update - Title Your,https://www.figma.com/design/32kDQ73MSbUNdAsVi8fQzF/CO-11-3-25-%F0%9F%9F%A2-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=2080-5949&t=YXMlziLO2efq09F2-4,Tell us where to safely send your mail,Tell us where to safely send your mail,Cuéntanos a qué dirección podemos enviarte tu correo de forma segura,Cuéntanos a qué dirección podemos enviarte tu correo de forma segura,Ready to Publish,"Figma, Code",
S4 - Mailing Address Update - Helper Street Address,,!N/A!,Enter a street address shorter than 30 characters.,!N/A!,Escribe una dirección de calle de menos de 30 caracteres.,!N/A!,!N/A!,
S4 - Mailing Address Update - Alert Body,https://www.figma.com/design/32kDQ73MSbUNdAsVi8fQzF/CO-11-3-25-%F0%9F%9F%A2-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=9354-33263&t=YXMlziLO2efq09F2-4,"There was an issue with the address provided. If you can, please enter a street address shorter than 30 characters.","There was an issue with the address provided. If you can, please, enter a street address shorter than 30 characters.","Hubo un problema con la dirección que ingresaste. Si puedes, escribe una dirección de calle de menos de 30 caracteres.","Hubo un problema con la dirección que ingresaste. Si puedes, escribe una dirección de calle de menos de 30 caracteres.",Ready to Publish,"Figma, Code",
S4 - Mailing Address Update - Alert Action,,Contact us if you need more help.,Contact us if you need more help.,Contáctanos si necesitas más ayuda,Contáctanos si necesitas más ayuda.,Ready to Publish,"Figma, Code",
S4 - Mailing Address Update - Validation Street Address,,Enter a street address shorter than 30 characters.,Enter a street address shorter than 30 characters.,Escribe una dirección de calle de menos de 30 caracteres.,Escribe una dirección de calle de menos de 30 caracteres.,Ready to Publish,"Figma, Code",
S4 - Abbreviated Address - Title,,!N/A!,We abbreviated your address,!N/A!,Abreviamos tu dirección,!N/A!,!N/A!,
S4 - Abbreviated Address - Body 1,,!N/A!,We updated the street address to a format we can accept.,!N/A!,Actualizamos la dirección de la calle a un formato que sí podemos aceptar.,!N/A!,!N/A!,
S4 - Abbreviated Address - Body 2,,!N/A!,Suggested address,!N/A!,Dirección sugerida,!N/A!,!N/A!,
S4 - Abbreviated Address - Body 3,,!N/A!,Address you entered,!N/A!,Dirección que ingresaste,!N/A!,!N/A!,
S4 - Abbreviated Address - Body 4,,!N/A!,"If the suggested address is correct, tap ""Use suggested address"". If you want to make a change to your address, tap ""Edit the address I entered"". Enter a street address shorter than 30 characters.",!N/A!,"Si la dirección sugerida es correcta, toca “Usar la dirección sugerida”.
Si quieres hacer un cambio a tu dirección, toca “Editar la dirección que ingresé”.
Ingresa una dirección de calle con menos de 30 caracteres.",!N/A!,!N/A!,
S4 - Abbreviated Address - Action 1,,!N/A!,Edit the address I entered,!N/A!,Editar la dirección que ingresé,!N/A!,!N/A!,
S4 - Abbreviated Address - Action 2,,!N/A!,Use suggested address,!N/A!,Usar la dirección sugerida,!N/A!,!N/A!,
S4 - Address Not Found - Title,https://www.figma.com/design/32kDQ73MSbUNdAsVi8fQzF/CO-11-3-25-%F0%9F%9F%A2-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=2080-6375&t=YXMlziLO2efq09F2-4,Are you sure this address is correct?,Are you sure this address is correct?,¿Estás seguro que esta dirección es correcta?,¿Estás seguro que esta dirección es correcta?,Ready to Publish,"Figma, Code",
S4 - Address Not Found - Body,,"We couldn't find the address you entered. To make sure we can send you mail or a Summer EBT card, please check the address. If it is correct, tap ""Use this address"".

If you want to make a change, tap ""Edit the address"".","We couldn't find the address you entered. To make sure we can send you mail or a Summer EBT card, please check the address. If it is correct, tap ""Use this address"".

If you want to make a change, tap ""Edit the address"".","No pudimos encontrar la dirección que ingresaste. Para asegurarnos de poder enviarte correo o tu tarjeta de Summer EBT, por favor revisa la dirección. Si es correcta, toca “Usar esta dirección”.

Si quieres hacer un cambio, toca “Editar la dirección”.","No pudimos encontrar la dirección que ingresaste. Para asegurarnos de poder enviarte correo o tu tarjeta de Summer EBT, por favor revisa la dirección. Si es correcta, toca “Usar esta dirección”.

Si quieres hacer un cambio, toca “Editar la dirección”.",Ready to Publish,"Figma, Code",
S4 - Address Not Found - Alert Title,,Address you entered,Address you entered,Dirección que ingresaste,Dirección que ingresaste,Ready to Publish,"Figma, Code",
S4 - Address Not Found - Alert Action,,Edit the address,Edit the address,Editar esta dirección,Editar esta dirección,Ready to Publish,"Figma, Code",
S4 - Address Not Found - Continue,,Use this address,Use this address,Usar esta dirección,Usar esta dirección,Ready to Publish,"Figma, Code",
S4 - Address Not Found - Action Help,,!N/A!,Contact us,!N/A!,Contáctanos ,!N/A!,!N/A!,
S4 - Suggested Address - Title,https://www.figma.com/design/32kDQ73MSbUNdAsVi8fQzF/CO-11-3-25-%F0%9F%9F%A2-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=2642-5204&t=YXMlziLO2efq09F2-4,Check the address,Check the address,Confirmar la dirección,Confirmar la dirección,Ready to Publish,"Figma, Code",
S4 - Suggested Address - Body,,"We updated the address you entered. If correct, use the suggested address.","We updated the address you entered. If correct, use the suggested address.","Hemos actualizado la dirección que ingresaste. Si es correcta, selecciona la dirección sugerida.","Hemos actualizado la dirección que ingresaste. Si es correcta, selecciona la dirección sugerida.",Ready to Publish,"Figma, Code",
S4 - Suggested Address - Label Select,,Select the address to use,Select the address to use,Selecciona la dirección que quieres usar,Selecciona la dirección que quieres usar,Ready to Publish,"Figma, Code",
S5 - Bulk Order New Cards - Title,https://www.figma.com/design/32kDQ73MSbUNdAsVi8fQzF/CO-11-3-25-%F0%9F%9F%A2-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=2647-5380&t=YXMlziLO2efq09F2-4,Do you want to request replacement Summer EBT cards to be sent to this address?,Do you want to request replacement Summer EBT cards to be sent to this address?,¿Quieres solicitar que las tarjetas Summer EBT de reemplazo sean enviadas a esta dirección?,¿Quieres solicitar que las tarjetas Summer EBT de reemplazo sean enviadas a esta dirección?,Ready to Publish,"Figma, Code",
S5 - Bulk Order New Cards - Body 1,,We can send replacement cards if,We can send replacement cards if,Podemos enviar tarjetas de reemplazo si,Podemos enviar tarjetas de reemplazo si,Ready to Publish,"Figma, Code",
S5 - Bulk Order New Cards - Body 2,,"You haven't received them in the mail after two weeks
Or you no longer have them","You haven't received them in the mail after two weeks
Or you no longer have them","No las has recibido por correo después de dos semanas
o ya no las tienes","No las has recibido por correo después de dos semanas
O ya no las tienes",Ready to Publish,"Figma, Code",
S5 - Bulk Order New Cards Confirm - Title,https://www.figma.com/design/32kDQ73MSbUNdAsVi8fQzF/CO-11-3-25-%F0%9F%9F%A2-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=10341-31284&t=YXMlziLO2efq09F2-4,A few things to know before replacing Summer EBT cards,A few things to know before replacing Summer EBT cards,Algunas cosas a tener en cuenta antes de reemplazar las tarjetas de Summer EBT,Algunas cosas que debes saber antes de reemplazar las Tarjetas Summer EBT,Ready to Publish,"Figma, Code",
S5 - Bulk Order New Cards Confirm - Body,,"Once replacement cards are created, the previous cards will be permanently deactivated
Cards will arrive by mail in around 7-10 business days
Any remaining balance on the previous card will automatically be rolled over to the replacement card","Once replacement cards are created, the previous cards will be permanently deactivated
Cards will arrive by mail in around 5–7 days
You can check here to see when the card has been mailed
Any remaining balance on the previous card will automatically be rolled over to the replacement card","Una vez que se creen las tarjetas de reemplazo, las tarjetas anteriores se desactivarán permanentemente
Las tarjetas llegarán por correo en aproximadamente 7 a 10 días hábiles
Cualquier saldo restante en la tarjeta anterior se transferirá automáticamente a la tarjeta de reemplazo","Una vez que se creen las tarjetas de reemplazo, las tarjetas anteriores se desactivarán permanentemente.
Las tarjetas llegarán por correo entre 5 y 7 días, aproximadamente.
Puedes verificar aquí cuándo se ha enviado la tarjeta.
Cualquier saldo restante en la tarjeta anterior se transferirá automáticamente a la tarjeta de reemplazo",Ready to Publish,"Figma, Code",
S5 - Bulk Order New Cards Confirm - Summary Title,,Card order summary,Card order summary,Resumen del pedido de la tarjeta,Resumen del pedido de la tarjeta,Ready to Publish,"Figma, Code",
S5 - Bulk Order New Cards Confirm - Summary Address,,New cards will be mailed to the following address:,New cards will be mailed to the following address:,Las nuevas tarjetas se enviarán por correo a la siguiente dirección:,Las nuevas tarjetas se enviarán por correo a la siguiente dirección:,Ready to Publish,"Figma, Code",
S5 - Bulk Order New Cards Confirm - Action,,Order cards,Order cards,Pedir tarjetas,Pedir tarjetas,Ready to Publish,"Figma, Code",
S5 - Bulk Order New Cards Who - Title,https://www.figma.com/design/32kDQ73MSbUNdAsVi8fQzF/CO-11-3-25-%F0%9F%9F%A2-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=4082-7858&t=YXMlziLO2efq09F2-4,Which cards need to be replaced?,Which cards need to be replaced?,¿Cuáles tarjetas necesitan ser reemplazadas?,¿Qué tarjetas necesitan ser reemplazadas?,Ready to Publish,"Figma, Code",
S5 - Bulk Order New Cards Who - Label Select Cards,,Select which cards you want to replace,Select which cards you want to replace,Selecciona las tarjetas que deseas reemplazar,Selecciona las tarjetas que deseas reemplazar,Ready to Publish,"Figma, Code",
S5 - Bulk Order New Cards Who - Who's Card,,[First name] [M.] [Last name]'s card,[First name] [M.] [Last name]'s card,Tarjeta de [First name] [M.] [Last name],Tarjeta de [First name] [M.] [Last name],Ready to Publish,"Figma, Code",
S5 - Bulk Order New Cards Who - Card Number,,Card number: [9999] (last 4 digits),Card number: [9999] (last 4 digits),Número de tarjeta: [9999] (últimos 4 dígitos),Número de tarjeta: [9999] (últimos 4 dígitos),Ready to Publish,"Figma, Code",
S6 - Replacement Card - Pre-title,https://www.figma.com/design/32kDQ73MSbUNdAsVi8fQzF/CO-11-3-25-%F0%9F%9F%A2-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=2914-26507&t=YXMlziLO2efq09F2-4,Replace card ending in [9999],Replace card ending in [9999],Reemplazar la tarjeta que termina en [9999],Reemplazar la tarjeta que termina en [9999],Ready to Publish,"Figma, Code",
S6 - Replacement Card Address - Title,,Do you want the new card mailed to this address?,Do you want the new card mailed to this address?,¿Deseas que el reemplazo de la tarjeta que termina en [9999] se envíe por correo a esta dirección?,¿Deseas que el reemplazo de la tarjeta que termina en [9999] se envíe por correo a esta dirección?,Ready to Publish,"Figma, Code",
S6 - Request Replacement Card FIS - Title,,!N/A!,A few things to know before replacing cards,!N/A!,Cosas que saber antes de solicitar una tarjeta de reemplazo,!N/A!,!N/A!,
S6 - Request Replacement Card FIS - Replace Card Body 1,,!N/A!,Call EBT Customer Service at (888) 328-2656 to request a replacement card to be sent to your address listed here.,!N/A!,Llama a servicios al cliente de EBT al (888) 328-2656 para solicitar el envío de una tarjeta de reemplazo a la dirección que aparece aquí.,!N/A!,!N/A!,
S6 - Request Replacement Card FIS - Replace Card Body 2,,!N/A!,Hold on the line to select the lost card prompt and speak with an agent.,!N/A!,Mantente en la línea para elegir la opción de tarjeta perdida y hablar con un representante.,!N/A!,!N/A!,
S6 - Request Replacement Card FIS - Replace Card Body 3,,!N/A!,,!N/A!,,!N/A!,!N/A!,
S6 - Request Replacement Card FIS - Replace Card Body 4,,!N/A!,You can also request a replacement EBT card by mail by calling FIS at (888) 304-9167.,!N/A!,También puedes solicitar una tarjeta EBT de reemplazo por correo llamando a FIS al (888) 304-9167,!N/A!,!N/A!,
S6 - Request Replacement Card FIS - Replace Card Body 5,,!N/A!,You can get a new DC SUN Bucks card if you need one. Go to the portal dashboard and tap “Request a replacement card” under the child’s name that has benefits issued to a DC SUN Bucks card.,!N/A!,Puedes obtener una nueva tarjeta de DC SUN Bucks si la necesitas. Ve al panel del portal y toca “Solicitar una tarjeta de reemplazo” debajo del nombre del niño o niña que tiene los beneficios emitidos en una tarjeta de DC SUN Bucks.,!N/A!,!N/A!,
S6 - Request Replacement Card FIS - Action,,!N/A!,Go to the dashboard,!N/A!,Ir al panel del portal,!N/A!,!N/A!,
S6 - Request Replacement Card FIS - Keep Card,,!N/A!,Keep your card for next year. Benefits will be added to your new card.,!N/A!,Guarda tu tarjeta para el próximo año. Tus beneficios serán agregados a tu nueva tarjeta.,!N/A!,!N/A!,
S6 - Request Replacement Card FIS - Tap to Call,,!N/A!,Tap to call EBT Customer Service,!N/A!,Toca la pantalla para llamar a servicios al cliente de EBT,!N/A!,!N/A!,
S6 - Request Replacement Card FIS - Subtle Link,,!N/A!,I want a replacement for the card ending in [9999] mailed to a different address,!N/A!,Quiero que la tarjeta que termina en [9999] me la reemplacen y la envíen por correo a una dirección diferente.,!N/A!,!N/A!,
S6 - Confirm Request Replacement Card - Title,https://www.figma.com/design/32kDQ73MSbUNdAsVi8fQzF/CO-11-3-25-%F0%9F%9F%A2-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=10338-27798&t=YXMlziLO2efq09F2-4,A few things to know before replacing Summer EBT cards,A few things to know before replacing Summer EBT cards,Ingresa tu correo electrónico y te enviaremos un código para entrar a tu cuenta de DC SUN Bucks,"

Algunas cosas que debes saber antes de reemplazar las tarjetas de Summer EBT",Ready to Publish,"Figma, Code",
S6 - Confirm Request Replacement Card - Body,,"Once a replacement card is created, the previous card will be permanently deactivated
Cards will arrive by mail in around 7-10 business days
Any remaining balance on the previous card will automatically be rolled over to the replacement card","Once a replacement card is created, the previous card will be permanently deactivated
Cards will arrive by mail in around 7-10 business days
Any remaining balance on the previous card will automatically be rolled over to the replacement card","Una vez que se creen las tarjetas de reemplazo, las tarjetas anteriores se desactivarán de forma permanente 
Las tarjetas llegarán por correo en aproximadamente 7 a 10 días hábiles
Cualquier saldo restante en la tarjeta anterior se transferirá automáticamente a la tarjeta de reemplazo.","Una vez que se cree una tarjeta de reemplazo, la tarjeta anterior quedará desactivada permanentemente.
Las tarjetas llegarán por correo en aproximadamente 7 a 10 días hábiles.
Cualquier saldo restante en la tarjeta anterior se transferirá automáticamente a la tarjeta de reemplazo.",Ready to Publish,"Figma, Code",
S6 - Confirm Request Replacement Card - Summary Title,,Card order summary,Card order summary,Resumen del pedido de tarjetas,Resumen del pedido de tarjetas,Ready to Publish,"Figma, Code",
S6 - Confirm Request Replacement Card - Summary Address,,A new card will be mailed to the following address:,A new card will be mailed to the following address:,Una nueva tarjeta se enviará por correo a la siguiente dirección:,Las nuevas tarjetas se enviarán por correo a la siguiente dirección:,Ready to Publish,"Figma, Code",
S6 - Confirm Request Replacement Card - Action,,Order card,Order card,Pedir tarjeta,Pedir tarjetas,Ready to Publish,"Figma, Code",
S7 - Pin Card - Title,https://www.figma.com/design/32kDQ73MSbUNdAsVi8fQzF/CO-11-3-25-%F0%9F%9F%A2-Enrollment-Checker---Self-service-Portal--WORKING-?node-id=8590-32208&t=YXMlziLO2efq09F2-4,Activate a card,Activate a card,Activar una tarjeta,Activar una tarjeta,Ready to Publish,"Figma, Code",
S7 - Pin Card - Body,,"Your child's card is active when it's mailed to you. To make purchases, you will need to set the card's PIN number. You may call EBT Customer Service at (888) 328-2656 and follow the instructions to set the PIN number.

Enter the child's birthdate in the format MM-DD-YYYY (month-day-year).

When asked to ""enter the primary cardholder's"" ZIP Code, enter the ZIP Code of the address it was mailed to.","Once you receive your child's card, call EBT Customer Service at (888) 328-2656. Follow the instructions to set the PIN number to activate the card.

When asked to ""enter your date of birth"" by the recording, do not enter your own birthday. Enter the child's birthdate in the format MONTH-DAY-YEAR.

When asked to ""enter the primary cardholder's"" ZIP Code, enter the ZIP Code of the address it was mailed to.","La tarjeta de tu niño/a queda activa en el momento en que se envía por correo. Para hacer compras, tendrás que establecer el número de PIN de la tarjeta. Puedes llamar al Servicio al Cliente de EBT al (888) 328-2656 y seguir las instrucciones para establecer el PIN.

Ingresa la fecha de nacimiento de tu niño/a en el formato MM-DD-YYYY (mes-día-año).

Cuando se te pida que ingreses el código postal de la persona titular principal de la tarjeta, ingresa el código postal de la dirección a la que se envió por correo.","Cuando recibas la tarjeta de tu niño/a, llama al servicio al cliente de EBT al (888) 328-2656. Sigue las instrucciones para crear el número PIN y activar la tarjeta.

Cuando la grabación te pida que “ingreses tu fecha de nacimiento”, no pongas tu propio cumpleaños. Ingresa la fecha de nacimiento de tu niño/a con el formato MES-DÍA-AÑO.

Cuando te pidan que “ingreses el código postal del titular principal de la tarjeta”, ingresa el código postal de la dirección a la que se envió la tarjeta por correo.",Ready to Publish,"Figma, Code",
S7 - Pin Card - Action,,Tap to call EBT Customer Service,Tap to call EBT Customer Service,Toca la pantalla para llamar a servicios al cliente de EBT,Toca la pantalla para llamar a servicios al cliente de EBT,Ready to Publish,"Figma, Code",
S7 - Co-loaded Address Update - Title,,!N/A!,Mailing address for SNAP or TANF EBT card,!N/A!,Dirección postal para la tarjeta EBT de SNAP o TANF,!N/A!,!N/A!,
S7 - Co-loaded Address Update - Body 1,,!N/A!,"The mailing address we have is the one listed on your household’s SNAP or TANF account. If your address has changed, it will not affect your child’s DC SUN Bucks benefits. The benefits are loaded onto your SNAP or TANF EBT card.",!N/A!,"La dirección postal que tenemos es la que aparece en la cuenta de SNAP o TANF de tu hogar. Si tu dirección cambió, eso no afectará los beneficios de DC SUN Bucks de tu niño/a. Los beneficios se cargan en tu tarjeta EBT de SNAP o TANF.",!N/A!,!N/A!,
S7 - Co-loaded Address Update - Body 2,,!N/A!,"If you lost your SNAP or TANF EBT card, you can get a new one at your local DC SNAP or TANF office.",!N/A!,"Si perdiste tu tarjeta EBT de SNAP o TANF, puedes conseguir una nueva en tu oficina local de SNAP o TANF en DC.",!N/A!,!N/A!,
S7 - Co-loaded Address Update - Action 2,,!N/A!,Tap here to learn how to get a replacement SNAP or TANF EBT card,!N/A!,Toca aquí para aprender cómo conseguir una tarjeta de reemplazo de SNAP o TANF EBT.,!N/A!,!N/A!,
S7 - Co-loaded Address Update - Body 3,,!N/A!,"If you prefer, you can choose to get DC SUN Bucks notices by email instead of by physical mail.",!N/A!,"Si lo prefieres, puedes elegir recibir los avisos de DC SUN Bucks por correo electrónico en lugar de por correo postal.",!N/A!,!N/A!,
S7 - Co-loaded Address Update - Action 3,,!N/A!,Tap here to update your contact preferences,!N/A!,Toca aquí para actualizar tus preferencias de contacto.,!N/A!,!N/A!,
S8 - OTP Enter Email - Title,,!N/A!,Enter your email and we'll send you a code to log into your DC SUN Bucks account,!N/A!,Ingresa tu correo electrónico y te enviaremos un código para entrar a tu cuenta de DC SUN Bucks,!N/A!,!N/A!,
S8 - OTP Enter Email - Body,,!N/A!,If you are your child’s primary guardian enter your email to see their DC SUN Bucks information.,!N/A!,"Si eres el cuidador principal de tu niño/a, ingresa tu correo electrónico para ver su información de DC SUN Bucks.",!N/A!,!N/A!,
S8 - OTP Enter Email - Details Help,,!N/A!,Get more help accessing my account,!N/A!,Recibir más ayuda para acceder a mi cuenta,!N/A!,!N/A!,
S8 - OTP Enter Email - Details Body,,!N/A!,"Accounts are available for guardians 18 or older. If you’re under 18, contact us to get help managing your family’s DC SUN Bucks benefits.

Your SNAP or TANF case number will help you quickly log into your DC SUN Bucks account for the first time. If you don’t have one, you can use your Social Security Number (SSN) or Individual Taxpayer ID Number (ITIN) instead.",!N/A!,"Las cuentas están disponibles para cuidadores de 18 años o más. Si eres menor de 18 años, contáctanos para recibir ayuda para administrar los beneficios de DC SUN Bucks de tu familia.

Tu número de identificación del caso de SNAP o TANF te ayudará a iniciar sesión rápidamente en tu cuenta de DC SUN Bucks por primera vez. Si no tienes uno, puedes usar tu número de Seguro Social (SSN) o tu Número de Identificación Personal del Contribuyente (ITIN).",!N/A!,!N/A!,
S8 - OTP Enter Email - Label Email,,!N/A!,Enter your email address,!N/A!,Ingresa tu correo electrónico,!N/A!,!N/A!,
S8 - OTP Confirm - Title,,!N/A!,Confirm the code sent to your email,!N/A!,Confirma el código que enviamos a tu correo electrónico ,!N/A!,!N/A!,
S8 - OTP Confirm - Label Code,,!N/A!,Enter the 6 digit confirmation code,!N/A!,Ingresa el código de confirmación de 6 dígitos,!N/A!,!N/A!,
S8 - OTP Confirm - Label Digit 1,,!N/A!,Enter first digit of the confirmation code,!N/A!,Ingresa el primer dígito del código de confirmación,!N/A!,!N/A!,
S8 - OTP Confirm - Label Digit 2,,!N/A!,Enter second digit of the confirmation code,!N/A!,Ingresa el segundo dígito del código de confirmación,!N/A!,!N/A!,
S8 - OTP Confirm - Label Digit 3,,!N/A!,Enter third digit of the confirmation code,!N/A!,Ingresa el tercer dígito del código de confirmación,!N/A!,!N/A!,
S8 - OTP Confirm - Label Digit 4,,!N/A!,Enter fourth digit of the confirmation code,!N/A!,Ingresa el cuarto dígito del código de confirmación,!N/A!,!N/A!,
S8 - OTP Confirm - Label Digit 5,,!N/A!,Enter fifth digit of the confirmation code,!N/A!,Ingresa el quinto dígito del código de confirmación,!N/A!,!N/A!,
